Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cambodia,KHM,,,72.5,,,,,82.7,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cameroon,CMR,,88.3,,49.1,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Canada,CAN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cape Verde,CPV,,,,,,74.8,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cayman Islands,CYM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Central African Republic,CAF,,,,62.3,,,,64.5,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Chad,TCD,,55.8,,,,,,53.8,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Channel Islands,CHI,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Chile,CHL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,China,CHN,,,,93.8,,94.8,96.4,96.6,96.8,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Colombia,COL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Comoros,COM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Congo, Dem. Rep.",ZAR,,,,,78.9,,,58.6,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Congo, Rep.",COG,,,82,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Costa Rica,CRI,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cote d'Ivoire,CIV,,84.4,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Croatia,HRV,,,,,91.9,92.9,88.4,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cuba,CUB,,,88,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Curacao,CUW,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Cyprus,CYP,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Czech Republic,CZE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Denmark,DNK,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Djibouti,DJI,,,,0.4,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Dominica,DMA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Dominican Republic,DOM,,,,18.5,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ecuador,ECU,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Egypt, Arab Rep.",EGY,,,78.1,,,78.7,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,El Salvador,SLV,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Equatorial Guinea,GNQ,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Eritrea,ERI,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Estonia,EST,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ethiopia,ETH,,,19.9,,,,,,15.4,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Faeroe Islands,FRO,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Fiji,FJI,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Finland,FIN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,France,FRA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,French Polynesia,PYF,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Gabon,GAB,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Gambia, The",GMB,,,,,,,,21.1,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Georgia,GEO,,,,,,,99.9,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Germany,DEU,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ghana,GHA,28.3,,,32.4,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Greece,GRC,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Greenland,GRL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Grenada,GRD,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Guam,GUM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Guatemala,GTM,,,,,76,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Guinea,GIN,,,50.8,,,41.1,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Guinea-Bissau,GNB,,,,,,,,11.7,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Guyana,GUY,,,,,,,10.5,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Haiti,HTI,,,2.5,3.1,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Honduras,HND,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Hong Kong SAR, China",HKG,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Hungary,HUN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Iceland,ISL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,India,IND,,,,51.1,,,71.1,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Indonesia,IDN,73.24,,,,62.3,,,62.3,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Iran, Islamic Rep.",IRN,,,98.7,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Iraq,IRQ,,,,28.4,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ireland,IRL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Isle of Man,IMY,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Israel,ISR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Italy,ITA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Jamaica,JAM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Japan,JPN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Jordan,JOR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kazakhstan,KAZ,,,,92,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kenya,KEN,,,,,,,97.6,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kiribati,KIR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Korea, Dem. Rep.",PRK,,40.2,,,,,24.5,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Korea, Rep.",KOR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kosovo,KSV,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kuwait,KWT,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kyrgyz Republic,KGZ,,,,76.1,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Lao PDR,LAO,,,,83.8,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Latvia,LVA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Lebanon,LBN,,92,,,,,70.7,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Lesotho,LSO,,90.7,,,,,84.4,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Liberia,LBR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Libya,LBY,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Liechtenstein,LIE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Lithuania,LTU,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Luxembourg,LUX,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Macao SAR, China",MAC,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Macedonia, FYR",MKD,,,94,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Madagascar,MDG,75.4,,,,,,52.6,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Malawi,MWI,,,,49.7,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Malaysia,MYS,,,,,,17.6,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Maldives,MDV,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mali,MLI,,,,78.9,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Malta,MLT,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Marshall Islands,MHL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mauritania,MRT,,,,,,,,22.6,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mauritius,MUS,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mexico,MEX,91,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Moldova,MDA,,,59.8,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Monaco,MCO,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mongolia,MNG,,,83.1,,,,,69.9,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Montenegro,MNE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Morocco,MAR,,,,21.2,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Mozambique,MOZ,53.7,,,,,25.1,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Myanmar,MMR,,,,,,92.9,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Namibia,NAM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Nepal,NPL,,,,,,,,,80,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Netherlands,NLD,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,New Caledonia,NCL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,New Zealand,NZL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Nicaragua,NIC,96.8,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Niger,NER,,,,46,,,,32,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Nigeria,NGA,97.3,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Northern Mariana Islands,MNP,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Norway,NOR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Oman,OMN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Pakistan,PAK,,,,,,,,,69.2,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Palau,PLW,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Panama,PAN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Papua New Guinea,PNG,,,,91.9,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Paraguay,PRY,,,,94.4,,,,,93.4,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Peru,PER,,91.2,,,,,90.5,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Philippines,PHL,,,44.5,,,81,,,80.1,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Poland,POL,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Portugal,PRT,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Puerto Rico,PRI,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Qatar,QAT,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Romania,ROM,,74,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Russian Federation,RUS,35,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Rwanda,RWA,,,87.8,,,,,99.3,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Samoa,WSM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,San Marino,SMR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sao Tome and Principe,STP,,,,,,,85.6,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Saudi Arabia,SAU,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Senegal,SEN,,,41.3,,,,,,47,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Serbia,SRB,,,,,32.2,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Seychelles,SYC,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sierra Leone,SLE,,,,,,58.2,,62.6,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Singapore,SGP,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sint Maarten (Dutch part),SXM,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Slovak Republic,SVK,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Slovenia,SVN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Solomon Islands,SLB,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Somalia,SOM,,,,1.2,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,South Africa,ZAF,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,South Sudan,SSD,,,,,,,,54,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Spain,ESP,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sri Lanka,LKA,,,93.6,,92.4,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,St. Kitts and Nevis,KNA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,St. Lucia,LCA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,St. Martin (French part),MAF,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,St. Vincent and the Grenadines,VCT,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sudan,SDN,,,,11,,,,9.5,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Suriname,SUR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Swaziland,SWZ,,,,,79.9,,,51.6,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Sweden,SWE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Switzerland,CHE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Syrian Arab Republic,SYR,79.3,,79.3,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Tajikistan,TJK,,,,,49,,61.9,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Tanzania,TZA,,,43.4,,,,,58.5,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Thailand,THA,,,,47.2,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Timor-Leste,TMP,,,,,59.9,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Togo,TGO,,,,,,,,31.6,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Tonga,TON,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Trinidad and Tobago,TTO,,,,27.8,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Tunisia,TUN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Turkey,TUR,63.6,,,,,68.9,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Turkmenistan,TKM,,,,86.5,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Turks and Caicos Islands,TCA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Tuvalu,TUV,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Uganda,UGA,,,,95.8,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ukraine,UKR,,,18.3,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,United Arab Emirates,ARE,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,United Kingdom,GBR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,United States,USA,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Uruguay,URY,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Uzbekistan,UZB,,,,53.1,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Vanuatu,VUT,,,,,22.9,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Venezuela, RB",VEN,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Vietnam,VNM,,,,93.2,,,,,45.1,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Virgin Islands (U.S.),VIR,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,West Bank and Gaza,WBG,,,,85.7,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,"Yemen, Rep.",YEM,29.5,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Zambia,ZMB,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Zimbabwe,ZWE,,,,,90.9,,,,94,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Afghanistan,AFG,86,96,95,,94,96,95,96.3810496390092,100,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Albania,ALB,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Algeria,DZA,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,American Samoa,ASM,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Andorra,ADO,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Angola,AGO,68,77,79,,36,82,28,28,55,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Antigua and Barbuda,ATG,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Argentina,ARG,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Armenia,ARM,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Aruba,ABW,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Australia,AUS,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Austria,AUT,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Azerbaijan,AZE,,14,29,,95,90,79,88.5495129247526,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,"Bahamas, The",BHS,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bahrain,BHR,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bangladesh,BGD,87,83,83,89.2,95,97,91,99.7173805300107,94,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Barbados,BRB,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Belarus,BLR,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Belgium,BEL,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Belize,BLZ,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Benin,BEN,98,94,94,60.7,73,52,56,100,98,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bermuda,BMU,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bhutan,BTN,,,,,48,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bolivia,BOL,38,42,39,,,45,45,24,21,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bosnia and Herzegovina,BIH,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Botswana,BWA,,62,,,,,89,91.0616103567332,75,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Brazil,BRA,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Brunei Darussalam,BRN,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Bulgaria,BGR,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Burkina Faso,BFA,95,95,95,,95,100,100,100,87,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Burundi,BDI,95,94,69,,83,80,90,72.7110579403026,83,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Cambodia,KHM,47,72,79,,76,88,98,95,92,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Cameroon,CMR,86,81,95,,,,,89.3387297598906,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Canada,CAN,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Cape Verde,CPV,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Cayman Islands,CYM,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Central African Republic,CAF,84,79,,,78,68,87,0,0,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Chad,TCD,,84,95,,54,0,71,68,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Channel Islands,CHI,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Chile,CHL,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,China,CHN,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Colombia,COL,,,,,,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,Comoros,COM,,7,,,93,20,40,18,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,"Congo, Dem. Rep.",ZAR,80,81,92,,79,85,89,83.072964801661,98,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,"Congo, Rep.",COG,89,94,90,,95,10,8,83.5086894228561,,
